2和暦,3西暦コード,4タイトル,5版種類,6数量,7書誌事項,8形態分類,9内容分類,10地名,12目録番号,16所蔵機関（名称）,年号,閏,月,日
安政5年,18580099099,〔尾州大野姫路屋製某品引札〕,木版,１枚,3.7×2.1,Ｗ,7,尾張,16-A00-6010-1-118,東京大学総合図書館-A00-6010-1-118,安政５,,,
安政5年,18580099099,〔名古屋ざこば八幡屋又七店引札〕,木版,１枚,3.5×2.4,Ｗ,7,尾張,16-A00-6010-1-119,東京大学総合図書館-A00-6010-1-119,安政５,,,
安政6年1月,18590001099,〔福生院歓喜天奉灯兼題〕,木版,１枚,15.7×23.5　法月先生評、毎月８日締不延、１３日開巻、其夜大津町４丁目沢潟園におゐて歌仙興行、毎月１５日奉灯、御句届所札之辻晴月堂、巻本栄連、正月兼題花の春、余寒、猫の恋、柳、海苔,,10,尾張,16-A00-6010-1-120,東京大学総合図書館-A00-6010-1-120,安政６,,1,
安政5年,18580099099,〔若松屋栄治郎店京みどりつくばね御幸せんべい等引札〕,木版,１枚,10.2×14.6,Ｗ,7,尾張？,16-A00-6010-1-121,東京大学総合図書館-A00-6010-1-121,安政５,,,
安政5年,18580099099,名物源氏豆引札,木版,１枚,7.5×6.0　養老麓和泉屋とあり,Ｗ,7,美濃,16-A00-6010-1-122,東京大学総合図書館-A00-6010-1-122,安政５,,,
安政5年,18580099099,〔近江国高嶋郡産硯引札〕,木版,１枚,7.9×9.0　「本山元」とあり,Ｗ,7,近江,16-A00-6010-1-123,東京大学総合図書館-A00-6010-1-123,安政５,,,
安政5年,18580099099,阿墨利加饅頭引札,木版,１枚,18.5×9.0　但し他の字判読不能,Ｗ,7,尾張？,16-A00-6010-1-124,東京大学総合図書館-A00-6010-1-124,安政５,,,
安政6年2月,18590002099,〔名古屋西水主町常磐屋正吉店陶器類引札〕,木版,１枚,16.6×21.0　「今般常滑村より出売仕候に付、為御披露格別下直ニ差上可申候」とあり,Ｗ,7,尾張,16-A00-6010-1-125,東京大学総合図書館-A00-6010-1-125,安政６,,2,
安政5年,18580099099,〔玉嶋東雲堂玉飯水筆引札〕,木版,１枚,4.0×1.0,Ｗ,7,大阪,16-A00-6010-1-126,東京大学総合図書館-A00-6010-1-126,安政５,,,
安政5年,18580099099,大極天国府引札,木版,１枚,4.4×1.7,Ｗ,7,尾張？,16-A00-6010-1-127,東京大学総合図書館-A00-6010-1-127,安政５,,,
安政5年,18580099099,車田一葉□引札,木版,１枚,4.4×1.6,Ｗ,7,尾張？,16-A00-6010-1-128,東京大学総合図書館-A00-6010-1-128,安政５,,,
安政5年,18580099099,〔名古屋長者町８丁目みのや茂助店引札〕,木版,１枚,4.3×2.5,Ｗ,7,尾張,16-A00-6010-1-129,東京大学総合図書館-A00-6010-1-129,安政５,,,
安政5年,18580099099,〔松前屋製にほひ入りはみかき引札〕,木版,１枚,5.0　直径5.0の円形、極上紅粉入とあり,Ｗ,7,尾張,16-A00-6010-1-130,東京大学総合図書館-A00-6010-1-130,安政５,,,
安政5年,18580099099,〔尾州名古屋本町通１４丁目やうじ類駄おろし所引札〕,木版,１枚,5.1×3.4　丸印の中に松の字あり,Ｗ,7,尾張,16-A00-6010-1-131,東京大学総合図書館-A00-6010-1-131,安政５,,,
安政5年,18580099099,〔尾州名古屋本町通門前町やうじ類引札〕,木版,１枚,6.5×5.1　丸印の中に松の字あり,Ｗ,7,尾張,16-A00-6010-1-132,東京大学総合図書館-A00-6010-1-132,安政５,,,
安政5年,18580099099,〔松前屋製にほひ入りはみかき引札〕,木版,１枚,6.6×5.1　極上紅粉入とあり,Ｗ,7,尾張,16-A00-6010-1-133,東京大学総合図書館-A00-6010-1-133,安政５,,,
安政5年,18580099099,〔名古屋本町２丁目津国屋三右衛門揮雲堂引札〕,木版,１枚,23.5×10.7　御筆墨、朱肉、黒にく、硯、はけ類、絵具、香具等,Ｗ,7,尾張,16-A00-6010-1-134,東京大学総合図書館-A00-6010-1-134,安政５,,,
安政6年1月15日,18590001015,〔名府法応寺護国堂多門講中鬮引当人名簿〕,木版,１枚,16.0×20.2,,10,尾張,16-A00-6010-1-135,東京大学総合図書館-A00-6010-1-135,安政６,,1,15
安政5年,18580099099,煉羊羹引札,木版,１枚,7.7×3.7,Ｗ,7,尾張？,16-A00-6010-1-136,東京大学総合図書館-A00-6010-1-136,安政５,,,
安政5年,18580099099,〔尾府巾下通江川町一瓢園製菓子屋引札〕,木版,１枚,7.7×4.2,Ｗ,7,尾張,16-A00-6010-1-137,東京大学総合図書館-A00-6010-1-137,安政５,,,
安政5年,18580099099,〔松前屋吉兵衛にほひ入りはみかき引札〕,木版,１枚,7.7×6.0　大極上々改とあり,Ｗ,7,尾張,16-A00-6010-1-138,東京大学総合図書館-A00-6010-1-138,安政５,,,
安政5年,18580099099,〔名古屋巾下大伝馬町杉本屋伝蔵菓子所引札〕,木版,１枚,6.4×4.7,Ｗ,7,尾張,16-A00-6010-1-139,東京大学総合図書館-A00-6010-1-139,安政５,,,
安政5年1月,18580001099,〔安政五年大小暦〕,木版,１枚,17.7×4.7　支那、ユダヤ、ユリウス、グレゴリオ、トルコ、メリケン、西洋、ローマ暦での紀元を記す、柳河氏刊、中空で、そこに「伊藤先生　千村五郎」と墨書あり、２６９が中味か？,θ,4,江戸,16-A00-6010-1-140,東京大学総合図書館-A00-6010-1-140,安政５,,1,
安政6年1月,18590001099,〔丹鶴書院新春詠草摺物〕,木版,１枚,11.4×19.0　丹鶴書院執事集録とあり、よみ手は常典、義路、若君、勝敬君、朝臣（忠央か）、吉順君、祐順君、衛由、忠季君、忠制君、政恒、春野の１２名,,10,江戸,16-A00-6010-1-141,東京大学総合図書館-A00-6010-1-141,安政６,,1,
安政5年,18580099099,〔伊勢軽粉引札〕,木版,２枚,12.0×5.8　但し２枚の記載内容は異る、勢州射和十六軒竹金正製、１６軒の釜元名、正味２０目入とあり,Ｗ,7,伊勢,16-A00-6010-1-142,東京大学総合図書館-A00-6010-1-142,安政５,,,
安政5年,18580099099,〔名古屋魚の棚本町西入東まや徳兵衛東すし引札〕,木版,１枚,5.9×5.4,Ｗ,7,尾張,16-A00-6010-1-143,東京大学総合図書館-A00-6010-1-143,安政５,,,
安政5年,18580099099,〔南都御墨司玉翠堂製美玉墨引札〕,木版,１枚,12.1×9.0,Ｗ,7,大和,16-A00-6010-1-144,東京大学総合図書館-A00-6010-1-144,安政５,,,
安政5年1月,18580001099,〔安政五年大小暦〕,木版,１枚,11.2×9.2,θ,4,尾張？,16-A00-6010-1-145,東京大学総合図書館-A00-6010-1-145,安政５,,1,
安政5年,18580099099,〔東雲堂玉嶋甚平衛唐墨調所引札〕,木版,２枚,21.5×9.9と21.5×4.7　「来ル八月ヨリ名府表ヘ出張仕候」とあり,Ｗ,7,大阪,16-A00-6010-1-146,東京大学総合図書館-A00-6010-1-146,安政５,,,
安政5年,18580099099,拙鐫之印影,,１枚,11.5×4.4　藍光の印あり,,10,尾張,16-A00-6010-1-147,東京大学総合図書館-A00-6010-1-147,安政５,,,
安政5年,18580099099,藍光河村澄篆竹顆印之其一,,１枚,12.0×9.5　藍光の印あり、他の印よめず,,10,尾張,16-A00-6010-1-148,東京大学総合図書館-A00-6010-1-148,安政５,,,
安政5年,18580099099,甜雪コウ（米偏に羔）引札,木版,１枚,11.7×10.6　嘉瑞堂製,Ｗ,7,不明,16-A00-6010-1-149,東京大学総合図書館-A00-6010-1-149,安政５,,,
安政5年,18580099099,〔清和院御門前寺町広小路角御香具司佐々木新次郎店引札〕,木版,１枚,9.1×4.0　禁裏御所御用とあり,Ｗ,7,京都,16-A00-6010-1-150,東京大学総合図書館-A00-6010-1-150,安政５,,,
安政5年,18580099099,〔コレラ除人魚姿絵摺物〕,木版,１枚,23.7×30.3　奥州竹駒大明神神主の娘入水して大海神に仕え、一方の守護神となる、今年は三コロリという病流行すれども、我姿を能く見置、絵にうつせば、一度見る人ははやり病のうれひをのがれ無病息才なり、とあり,,3,尾張？,16-A00-6010-1-151,東京大学総合図書館-A00-6010-1-151,安政５,,,
安政5年,18580099099,浪華名製万歳飴引札,木版,１枚,9.5×5.0,Ｗ,3,大阪,16-A00-6010-1-152,東京大学総合図書館-A00-6010-1-152,安政５,,,
安政5年,18580099099,万歳飴引札,木版,１枚,8.0×6.0　売弘所名古屋杉の野日野屋治兵衛店,Ｗ,3,尾張,16-A00-6010-1-153,東京大学総合図書館-A00-6010-1-153,安政５,,,
安政5年,18580099099,浪華名製万歳飴引札,木版,１枚,17.8×48.0　御用飴コウ（米偏に羔）糖司波多野丹波藤原久保謹製、製法釜元諸国積送所大阪中之島船津橋南詰万歳舎本店、売弘所名古屋本町１丁目玉屋兵右衛門、同杉の町通七間町東之入日野屋治兵衛,Ｗ,3,大阪・尾張,16-A00-6010-1-154,東京大学総合図書館-A00-6010-1-154,安政５,,,
安政5年1月,18580001099,安政五戊午略暦,木版,２枚,5.4×17.5　別につくられた十干十二支の文字板（5.4×27.5）が動くようにこしらえてあるもの,θ,4,尾張？,16-A00-6010-1-155,東京大学総合図書館-A00-6010-1-155,安政５,,1,
安政5年,18580099099,〔名古屋魚の棚通り呉服町西え入梅鉢屋又右衛門干うどん引札〕,木版,１枚,19.0×7.5,Ｗ,7,尾張,16-A00-6010-1-156,東京大学総合図書館-A00-6010-1-156,安政５,,,
安政3年1月,18560001099,安政三年丙辰大杉堂詩文課題,木版,１枚,22.0×31.0　１月２４日強兵論、７月２４日擬与亜墨利加人書、１２月１４日言志などの作文課題あり,,10,尾張,16-A00-6010-1-157,東京大学総合図書館-A00-6010-1-157,安政３,,1,
安政5年,18580099099,〔名古屋本町通塩屋安兵衛しかがわ所引札〕,木版,１枚,24.0×15.5　財布、金入、足袋、銭入、はばき等の製品名あり、但し字が消えて判読困難,Ｗ,7,尾張,16-A00-6010-1-158,東京大学総合図書館-A00-6010-1-158,安政５,,,
安政5年11月25日,18580011025,〔書画会案内〕,木版,１枚,14.8×10.0　会主天ガイ（雁だれに圭）、於関貞寺、展観集所本町１１丁目慶雲堂東平,Ｗ,10,尾張,16-A00-6010-1-159,東京大学総合図書館-A00-6010-1-159,安政５,,11,25
安政5年,18580099099,山本うす葉引札,木版,１枚,14.9×5.5　丹州篠村菊屋六郎兵衛、八幡鳥居より二軒目とあり、タバコの品名か,Ｗ,7,丹波,16-A00-6010-1-160,東京大学総合図書館-A00-6010-1-160,安政５,,,
安政5年,18580099099,胡枡輪引札,木版,１枚,8.9×5.0,Ｗ,7,尾張？,16-A00-6010-1-161,東京大学総合図書館-A00-6010-1-161,安政５,,,
安政5年,18580099099,金米糖引札,木版,１枚,8.4×4.8,Ｗ,7,尾張？,16-A00-6010-1-162,東京大学総合図書館-A00-6010-1-162,安政５,,,
安政5年,18580099099,〔尾陽京町通諸町梅寿軒吉良屋菓子所引札〕,木版,１枚,4.7×3.0,Ｗ,7,尾張,16-A00-6010-1-163,東京大学総合図書館-A00-6010-1-163,安政５,,,
安政5年,18580099099,〔菊紋御膳引札〕,木版,１枚,2.3×4.9,Ｗ,7,尾張？,16-A00-6010-1-164,東京大学総合図書館-A00-6010-1-164,安政５,,,
安政5年,18580099099,〔種痘日案内〕,木版,１枚,24.0×11.8　差出は広小路通り大津町西之入処閑所種痘所,Ｗ,3,尾張,16-A00-6010-1-165,東京大学総合図書館-A00-6010-1-165,安政５,,,
安政5年1月,18580001099,〔安政五年大小暦〕,木版,１枚,24.0×19.2　「近安」の印あり,θ,4,尾張？,16-A00-6010-1-166,東京大学総合図書館-A00-6010-1-166,安政５,,1,
安政1年4月5日,18540004005,〔書画会案内〕,木版,１枚,13.5×20.0　於七寺、会主渊斎、展観集所本町２丁目揮雲堂、同８丁目重九堂,Ｗ,10,尾張,16-A00-6010-1-167,東京大学総合図書館-A00-6010-1-167,安政１,,4,5
安政5年,18580099099,梅がえでんぶ引札,木版,１枚,13.6×6.5,Ｗ,7,尾張？,16-A00-6010-1-168,東京大学総合図書館-A00-6010-1-168,安政５,,,
安政5年,18580099099,丹波名物山本たば粉引札,木版,１枚,17.8×6.0　丹州篠山香具屋喜兵衛とあり,Ｗ,7,丹波,16-A00-6010-1-169,東京大学総合図書館-A00-6010-1-169,安政５,,,
安政5年1月,18580001099,戊午擁鼻吟社月課題,木版,１枚,10.4×23.6　琴堂市野俊章、１月は春風如少年、１２月は検残暦有感,,10,尾張,16-A00-6010-1-170,東京大学総合図書館-A00-6010-1-170,安政５,,1,
安政5年,18580099099,響の梅引札,木版,１枚,5.9×3.7,Ｗ,7,尾張？,16-A00-6010-1-171,東京大学総合図書館-A00-6010-1-171,安政５,,,
安政5年,18580099099,〔江戸南佐柄木町大和屋近江掾京菓子引札〕,木版,１枚,5.1×3.1,Ｗ,7,江戸,16-A00-6010-1-172,東京大学総合図書館-A00-6010-1-172,安政５,,,
安政5年,18580099099,ゆうれいらうえ,木版,２枚,24.0×7.5　但し内容は異る、「百物かたり」、「しやうしの内にしかける也」「此竹らうそくの上より二分計下にさす也」と蝋絵のやり方を記している,,15,尾張？,16-A00-6010-1-173,東京大学総合図書館-A00-6010-1-173,安政５,,,
安政5年,18580099099,〔新春和歌５首摺物〕,木版,１枚,21.3×13.9　三瀧画、縁亭、咲栄、道縄、星蔭、一二山人作,,10,尾張？,16-A00-6010-1-174,東京大学総合図書館-A00-6010-1-174,安政５,,,
安政6年1月,18590001099,〔虹中庵嶺台評歳旦之詞出句案内〕,木版,１枚,14.1×18.3　１月２５日締、２月中返草、巻本鵞然、一枝、届所本町札の辻晴月堂、巻本へも、「摺もの一統え呈之、御出句希候」とあり,,10,尾張,16-A00-6010-1-175,東京大学総合図書館-A00-6010-1-175,安政６,,1,
安政5年,18580099099,金瘡御薬・乾膚膏引札,木版,１枚,14.4×12.3　平田町市川氏製、御預所名古屋桑名町３丁目美濃屋九兵衛,Ｗ,3,尾張,16-A00-6010-1-176,東京大学総合図書館-A00-6010-1-176,安政５,,,
安政5年,18580099099,饅頭引札,木版,１枚,7.8×4.2,Ｗ,7,尾張？,16-A00-6010-1-177,東京大学総合図書館-A00-6010-1-177,安政５,,,
安政5年,18580099099,〔食物を詠んだ五言絶句摺物〕,木版,１枚,7.7　但し直径,,7,尾張？,16-A00-6010-1-178,東京大学総合図書館-A00-6010-1-178,安政５,,,
安政5年,18580099099,〔名古屋本町４丁目岩井屋安進茶菓子引札〕,木版,１枚,5.3×3.3,Ｗ,7,尾張,16-A00-6010-1-179,東京大学総合図書館-A00-6010-1-179,安政５,,,
安政5年,18580099099,〔名古屋本町６丁目かか見や正七白粉引札〕,木版,１枚,9.3×7.3,Ｗ,7,尾張,16-A00-6010-1-180,東京大学総合図書館-A00-6010-1-180,安政５,,,
安政5年,18580099099,〔名古屋本町９丁目綿屋兵助店引札〕,木版,１枚,8.1×7.3　「江戸仕立」とあり、はらかけ、ももひき、はばき、うでぬき、地足袋等の商品名あり,Ｗ,7,尾張,16-A00-6010-1-181,東京大学総合図書館-A00-6010-1-181,安政５,,,
天保3年9月,18320009099,天保四癸巳大小暦,木版,１枚,18.8×11.5　応需竜刀園弘貞、似醒樓主人酔裡謾筆、綿羊の絵に小の月を描いているもの,θ,4,不明,16-A00-6010-1-182,東京大学総合図書館-A00-6010-1-182,天保３,,9,
嘉永4年1月,18510001099,嘉永辛亥太古山荘詩会掲題,木版,１枚,12.0×18.7　「荘在東山」、「会期毎月１５日」、尾張呉服街伊藤清哲拝とあり,,10,尾張,16-A00-6010-1-183,東京大学総合図書館-A00-6010-1-183,嘉永４,,1,
安政5年,18580099099,いぎりす御油引札,木版,１枚,5.2×5.5　名古屋本町６丁目かが見や正七、「此薬油の儀ハふけをさりかみのつやをいたし、かみを黒くす、かしらのやまひを治する事大妙也」とあり,Ｗ,7,尾張,16-A00-6010-1-184,東京大学総合図書館-A00-6010-1-184,安政５,,,
安政5年,18580099099,御保命酒引札,木版,１枚,12.0×3.6　木下仁右衛門の印あり、「尾州御名酒屋大野」とあり,Ｗ,7,尾張,16-A00-6010-1-185,東京大学総合図書館-A00-6010-1-185,安政５,,,
安政5年,18580099099,〔尾州名古屋本町４丁目大丸下むら引札〕,木版,１枚,10.0×8.0,Ｗ,7,尾張,16-A00-6010-1-186,東京大学総合図書館-A00-6010-1-186,安政５,,,
安政5年,18580099099,呉服太物類引札,木版,１枚,9.7×7.0　他の文字判読不能,Ｗ,7,尾張？,16-A00-6010-1-187,東京大学総合図書館-A00-6010-1-187,安政５,,,
安政3年3月10日,18560003010,松下翁追善書画会案内,木版,１枚,21.0×30.5　会主　瀧水社中、於知多郡佐布里正法院、幹事に京都、美濃、三河、熱田、一宮、中の庄、にいや、かさてらの人があり、補助にながと、いせ、みの、三河、くつかけ、あらい、大高、大里、よこすか、かぎや、やぶ、こみ、おかだ、とこなめ、うつみの人あり、展観集,Ｗ,10,尾張,16-A00-6010-1-188,東京大学総合図書館-A00-6010-1-188,安政３,,3,10
安政5年,18580099099,〔江戸よし町親仁橋角山本平吉ゑさうし錦絵問屋引札〕,木版,１枚,23.0×17.0　御取替物一切不仕候とあり,Ｗ,7,江戸,16-A00-6010-1-189,東京大学総合図書館-A00-6010-1-189,安政５,,,
文政11年1月,18280001099,〔発句３首摺物〕,木版,１枚,18.9×12.0　旦松作、自画、,,10,不明,16-A00-6010-1-190,東京大学総合図書館-A00-6010-1-190,文政１１,,1,
安政5年,18580099099,〔篆書３顆〕,,３枚,,,10,不明,16-A00-6010-1-191,東京大学総合図書館-A00-6010-1-191,安政５,,,
安政5年,18580099099,〔名古屋七間町□津屋清七店引札〕,木版,１枚,4.5×3.2,Ｗ,7,尾張,16-A00-6010-1-192,東京大学総合図書館-A00-6010-1-192,安政５,,,
安政1年2月,18540002099,新板工夫絵花火,木版,１枚,14.5×22.0,,6,横浜,16-A00-6010-1-193,東京大学総合図書館-A00-6010-1-193,安政１,,2,
安政5年,18580099099,〔名古屋京町いつみ屋太助疊表へり布網糸麻るい大安売引札〕,木版,１枚,23.7×8.6,Ｗ,7,尾張,16-A00-6010-1-194,東京大学総合図書館-A00-6010-1-194,安政５,,,
